mok,hwa,to,gm,su,E,I,S,N,T,F,J,P,job,,
2,0,1,3,0,2,4,2,4,2,4,4,2,PC,,
1,0,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
2,1,1,2,0,2,4,2,4,2,4,4,2,PC,,
2,0,2,2,0,2,4,2,4,2,4,4,2,매장,,
1,1,1,3,0,2,4,2,4,2,4,4,2,스포츠,,
1,1,1,3,0,2,4,2,4,2,4,4,2,유아,,
1,0,3,2,0,2,4,2,4,2,4,4,2,주방,,
1,0,2,2,1,2,4,2,4,2,4,4,2,PC,,
1,0,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
2,0,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
2,0,1,2,1,2,4,2,4,2,4,4,2,의류,,
2,0,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
2,1,1,2,0,2,4,2,4,2,4,4,2,매장,,
0,2,2,1,1,2,4,2,4,2,4,4,2,미용,,
0,1,3,1,1,2,4,2,4,2,4,4,2,생산,,
0,0,3,2,1,2,4,2,4,2,4,4,2,주방,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,2,2,2,2,4,2,4,2,4,4,2,PC,,
0,0,2,1,3,2,4,2,4,2,4,4,2,창고,,
0,0,3,1,2,2,4,2,4,2,4,4,2,회계,,
2,0,2,1,1,2,4,2,4,2,4,4,2,매장,,
2,0,2,1,1,2,4,2,4,2,4,4,2,생산,,
0,1,3,1,1,2,4,2,4,2,4,4,2,회계,,
0,2,2,1,1,2,4,2,4,2,4,4,2,주방,,
0,1,3,1,1,2,4,2,4,2,4,4,2,회계,,
0,0,4,1,1,2,4,2,4,2,4,4,2,주방,,
0,0,2,3,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,2,3,1,2,4,2,4,2,4,4,2,유아,,
0,0,3,1,2,2,4,2,4,2,4,4,2,주방,,
0,0,2,1,3,2,4,2,4,2,4,4,2,배달,,
1,0,2,1,2,2,4,2,4,2,4,4,2,생산,,
1,0,3,1,1,2,4,2,4,2,4,4,2,회계,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
0,0,4,1,1,2,4,2,4,2,4,4,2,주방,,
0,1,3,1,1,2,4,2,4,2,4,4,2,생산,,
0,1,2,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,2,2,2,2,4,2,4,2,4,4,2,주방,,
0,0,2,2,2,2,4,2,4,2,4,4,2,스포츠,,
1,0,3,1,1,2,4,2,4,2,4,4,2,회계,,
1,0,2,1,2,2,4,2,4,2,4,4,2,창고,,
0,1,2,1,2,2,4,2,4,2,4,4,2,주방,,
0,2,2,1,1,2,4,2,4,2,4,4,2,생산,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
0,1,2,2,1,2,4,2,4,2,4,4,2,유아,,
0,2,1,2,1,2,4,2,4,2,4,4,2,PC,,
0,2,1,1,2,2,4,2,4,2,4,4,2,미용,,
0,1,2,1,2,2,4,2,4,2,4,4,2,서빙,,
1,1,1,2,1,2,4,2,4,2,4,4,2,유아,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
0,2,2,1,1,2,4,2,4,2,4,4,2,회계,,
0,2,1,1,2,2,4,2,4,2,4,4,2,사무보조,,
0,1,2,1,2,2,4,2,4,2,4,4,2,주방,,
0,1,3,1,1,2,4,2,4,2,4,4,2,주방,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,1,2,2,4,2,4,2,4,4,2,생산,,
0,2,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,2,1,1,1,2,4,2,4,2,4,4,2,사무보조,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
0,2,1,2,1,2,4,2,4,2,4,4,2,사무보조,,
0,2,1,2,1,2,4,2,4,2,4,4,2,사무보조,,
0,1,3,1,1,2,4,2,4,2,4,4,2,생산,,
0,1,2,1,2,2,4,2,4,2,4,4,2,주방,,
0,1,1,2,2,2,4,2,4,2,4,4,2,서빙,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,1,1,1,2,2,4,2,4,2,4,4,2,배달,,
1,1,2,1,1,2,4,2,4,2,4,4,2,주방,,
1,2,1,1,1,2,4,2,4,2,4,4,2,사무보조,,
0,3,1,1,1,2,4,2,4,2,4,4,2,레스토랑,,
0,2,2,1,1,2,4,2,4,2,4,4,2,미용,,
1,1,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
1,1,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
1,1,2,2,0,2,4,2,4,2,4,4,2,주방,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
3,1,1,1,0,2,4,2,4,2,4,4,2,매장,,
3,1,1,1,0,2,4,2,4,2,4,4,2,의류,,
1,2,2,1,0,2,4,2,4,2,4,4,2,레스토랑,,
1,3,1,1,0,2,4,2,4,2,4,4,2,사무보조,,
1,2,2,1,0,2,4,2,4,2,4,4,2,주방,,
1,1,3,1,0,2,4,2,4,2,4,4,2,생산,,
1,1,1,3,0,2,4,2,4,2,4,4,2,PC,,
1,1,1,3,0,2,4,2,4,2,4,4,2,PC,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
2,1,1,1,1,2,4,2,4,2,4,4,2,매장,,
2,1,2,1,0,2,4,2,4,2,4,4,2,생산,,
2,2,1,1,0,2,4,2,4,2,4,4,2,의류,,
2,2,1,1,0,2,4,2,4,2,4,4,2,매장,,
1,1,3,1,0,2,4,2,4,2,4,4,2,생산,,
1,2,2,1,0,2,4,2,4,2,4,4,2,생산,,
1,2,1,2,0,2,4,2,4,2,4,4,2,레스토랑,,
1,1,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
2,1,2,1,0,2,4,2,4,2,4,4,2,의류,,
2,1,1,1,1,2,4,2,4,2,4,4,2,바리스타,,
1,2,1,1,1,2,4,2,4,2,4,4,2,사무보조,,
1,2,2,1,0,2,4,2,4,2,4,4,2,생산,,
2,1,2,1,0,2,4,2,4,2,4,4,2,생산,,
2,0,3,1,0,2,4,2,4,2,4,4,2,회계,,
1,0,3,2,0,2,4,2,4,2,4,4,2,회계,,
1,1,2,2,0,2,4,2,4,2,4,4,2,주방,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
1,0,3,1,1,2,4,2,4,2,4,4,2,회계,,
2,0,2,2,0,2,4,2,4,2,4,4,2,매장,,
2,0,2,2,0,2,4,2,4,2,4,4,2,회계,,
1,1,3,1,0,2,4,2,4,2,4,4,2,회계,,
1,1,2,1,1,2,4,2,4,2,4,4,2,주방,,
1,0,3,1,1,2,4,2,4,2,4,4,2,주방,,
1,0,4,1,0,2,4,2,4,2,4,4,2,주방,,
2,0,2,2,0,2,4,2,4,2,4,4,2,유아,,
2,0,2,2,0,2,4,2,4,2,4,4,2,유아,,
1,0,3,1,1,2,4,2,4,2,4,4,2,주방,,
1,1,2,1,1,2,4,2,4,2,4,4,2,주방,,
2,1,2,1,0,2,4,2,4,2,4,4,2,생산,,
2,0,3,1,0,2,4,2,4,2,4,4,2,회계,,
1,1,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
1,1,2,2,0,2,4,2,4,2,4,4,2,생산,,
1,0,4,1,0,2,4,2,4,2,4,4,2,생산,,
1,0,3,1,1,2,4,2,4,2,4,4,2,회계,,
1,0,2,2,1,2,4,2,4,2,4,4,2,주방,,
1,0,3,2,0,2,4,2,4,2,4,4,2,회계,,
2,0,2,1,1,2,4,2,4,2,4,4,2,바리스타,,
2,0,3,1,0,2,4,2,4,2,4,4,2,회계,,
2,1,2,1,0,2,4,2,4,2,4,4,2,의류,,
1,2,2,1,0,2,4,2,4,2,4,4,2,미용,,
1,1,3,1,0,2,4,2,4,2,4,4,2,생산,,
1,0,3,2,0,2,4,2,4,2,4,4,2,주방,,
1,0,3,2,0,2,4,2,4,2,4,4,2,회계,,
1,0,3,2,0,2,4,2,4,2,4,4,2,생산,,
0,1,1,3,1,2,4,2,4,2,4,4,2,스포츠,,
0,1,1,2,2,2,4,2,4,2,4,4,2,PC,,
0,1,2,2,1,2,4,2,4,2,4,4,2,PC,,
2,1,1,2,0,2,4,2,4,2,4,4,2,바리스타,,
2,1,1,2,0,2,4,2,4,2,4,4,2,의류,,
0,2,2,2,0,2,4,2,4,2,4,4,2,생산,,
0,3,1,2,0,2,4,2,4,2,4,4,2,사무보조,,
0,2,2,2,0,2,4,2,4,2,4,4,2,주방,,
0,1,3,2,0,2,4,2,4,2,4,4,2,회계,,
0,1,1,4,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,1,4,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,1,1,2,2,2,4,2,4,2,4,4,2,창고,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
1,1,2,2,0,2,4,2,4,2,4,4,2,유아,,
1,2,1,2,0,2,4,2,4,2,4,4,2,미용,,
1,2,1,2,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,3,2,0,2,4,2,4,2,4,4,2,주방,,
0,2,2,2,0,2,4,2,4,2,4,4,2,사무보조,,
0,2,1,3,0,2,4,2,4,2,4,4,2,유아,,
0,1,2,3,0,2,4,2,4,2,4,4,2,PC,,
0,1,1,3,1,2,4,2,4,2,4,4,2,유아,,
1,1,2,2,0,2,4,2,4,2,4,4,2,생산,,
1,1,1,2,1,2,4,2,4,2,4,4,2,유아,,
0,2,1,2,1,2,4,2,4,2,4,4,2,미용,,
0,2,2,2,0,2,4,2,4,2,4,4,2,미용,,
1,1,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
1,1,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,2,1,3,0,2,4,2,4,2,4,4,2,유아,,
0,2,1,2,1,2,4,2,4,2,4,4,2,유아,,
0,1,2,2,1,2,4,2,4,2,4,4,2,생산,,
1,1,1,3,0,2,4,2,4,2,4,4,2,PC,,
1,1,1,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,2,2,2,0,2,4,2,4,2,4,4,2,레스토랑,,
0,2,1,2,1,2,4,2,4,2,4,4,2,미용,,
0,1,2,2,1,2,4,2,4,2,4,4,2,주방,,
0,1,3,2,0,2,4,2,4,2,4,4,2,회계,,
1,1,1,3,0,2,4,2,4,2,4,4,2,PC,,
1,1,1,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,2,1,2,4,2,4,2,4,4,2,PC,,
0,2,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
1,2,1,2,0,2,4,2,4,2,4,4,2,유아,,
1,1,2,2,0,2,4,2,4,2,4,4,2,생산,,
0,2,1,3,0,2,4,2,4,2,4,4,2,PC,,
0,2,1,3,0,2,4,2,4,2,4,4,2,PC,,
0,1,3,2,0,2,4,2,4,2,4,4,2,생산,,
0,1,2,2,1,2,4,2,4,2,4,4,2,생산,,
0,1,1,3,1,2,4,2,4,2,4,4,2,PC,,
0,1,2,3,0,2,4,2,4,2,4,4,2,유아,,
1,1,1,2,1,2,4,2,4,2,4,4,2,유아,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
1,1,2,2,0,2,4,2,4,2,4,4,2,주방,,
1,2,1,2,0,2,4,2,4,2,4,4,2,유아,,
0,3,1,2,0,2,4,2,4,2,4,4,2,레스토랑,,
0,2,2,2,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,1,2,3,0,2,4,2,4,2,4,4,2,유아,,
0,1,1,3,1,2,4,2,4,2,4,4,2,유아,,
0,1,1,2,2,2,4,2,4,2,4,4,2,창고,,
0,0,4,1,1,2,4,2,4,2,4,4,2,주방,,
2,0,3,1,0,2,4,2,4,2,4,4,2,회계,,
2,0,3,1,0,2,4,2,4,2,4,4,2,주방,,
0,1,4,1,0,2,4,2,4,2,4,4,2,회계,,
0,2,3,1,0,2,4,2,4,2,4,4,2,주방,,
0,1,4,1,0,2,4,2,4,2,4,4,2,생산,,
0,0,5,1,0,2,4,2,4,2,4,4,2,회계,,
0,0,3,3,0,2,4,2,4,2,4,4,2,주방,,
0,0,3,3,0,2,4,2,4,2,4,4,2,PC,,
0,0,4,1,1,2,4,2,4,2,4,4,2,주방,,
0,0,3,1,2,2,4,2,4,2,4,4,2,생산,,
1,0,3,1,1,2,4,2,4,2,4,4,2,주방,,
1,0,4,1,0,2,4,2,4,2,4,4,2,회계,,
1,1,3,1,0,2,4,2,4,2,4,4,2,회계,,
1,1,3,1,0,2,4,2,4,2,4,4,2,회계,,
0,0,5,1,0,2,4,2,4,2,4,4,2,주방,,
0,1,4,1,0,2,4,2,4,2,4,4,2,회계,,
0,1,3,2,0,2,4,2,4,2,4,4,2,생산,,
0,0,4,2,0,2,4,2,4,2,4,4,2,주방,,
0,0,3,2,1,2,4,2,4,2,4,4,2,회계,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
1,0,3,1,1,2,4,2,4,2,4,4,2,회계,,
0,1,3,1,1,2,4,2,4,2,4,4,2,생산,,
0,1,4,1,0,2,4,2,4,2,4,4,2,주방,,
1,0,4,1,0,2,4,2,4,2,4,4,2,생산,,
1,0,4,1,0,2,4,2,4,2,4,4,2,주방,,
0,0,4,2,0,2,4,2,4,2,4,4,2,주방,,
0,1,3,2,0,2,4,2,4,2,4,4,2,주방,,
0,1,3,1,1,2,4,2,4,2,4,4,2,회계,,
0,0,3,1,2,2,4,2,4,2,4,4,2,생산,,
1,0,2,2,1,2,4,2,4,2,4,4,2,유아,,
1,0,2,2,1,2,4,2,4,2,4,4,2,생산,,
0,1,3,1,1,2,4,2,4,2,4,4,2,주방,,
0,1,2,1,2,2,4,2,4,2,4,4,2,서빙,,
0,0,3,1,2,2,4,2,4,2,4,4,2,회계,,
0,0,4,1,1,2,4,2,4,2,4,4,2,생산,,
1,0,2,2,1,2,4,2,4,2,4,4,2,주방,,
1,0,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,3,1,2,2,4,2,4,2,4,4,2,생산,,
0,1,2,1,2,2,4,2,4,2,4,4,2,주방,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
1,0,3,1,1,2,4,2,4,2,4,4,2,회계,,
0,1,2,2,1,2,4,2,4,2,4,4,2,회계,,
0,1,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,4,1,1,2,4,2,4,2,4,4,2,주방,,
0,0,3,1,2,2,4,2,4,2,4,4,2,회계,,
0,0,2,2,2,2,4,2,4,2,4,4,2,배달,,
0,0,3,2,1,2,4,2,4,2,4,4,2,회계,,
1,0,2,1,2,2,4,2,4,2,4,4,2,서빙,,
1,0,2,1,2,2,4,2,4,2,4,4,2,배달,,
1,0,3,1,1,2,4,2,4,2,4,4,2,생산,,
1,1,2,1,1,2,4,2,4,2,4,4,2,주방,,
0,2,2,1,1,2,4,2,4,2,4,4,2,사무보조,,
0,1,3,1,1,2,4,2,4,2,4,4,2,주방,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,3,2,1,2,4,2,4,2,4,4,2,회계,,
0,0,3,2,1,2,4,2,4,2,4,4,2,회계,,
0,0,1,3,2,2,4,2,4,2,4,4,2,PC,,
0,0,2,1,3,2,4,2,4,2,4,4,2,창고,,
0,0,2,2,2,2,4,2,4,2,4,4,2,서빙,,
2,0,1,2,1,2,4,2,4,2,4,4,2,매장,,
2,0,1,2,1,2,4,2,4,2,4,4,2,PC,,
0,1,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,2,1,2,1,2,4,2,4,2,4,4,2,미용,,
0,1,2,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
0,0,1,4,1,2,4,2,4,2,4,4,2,유아,,
0,0,1,4,1,2,4,2,4,2,4,4,2,유아,,
0,0,2,2,2,2,4,2,4,2,4,4,2,생산,,
0,0,1,2,3,2,4,2,4,2,4,4,2,배달,,
1,0,1,2,2,2,4,2,4,2,4,4,2,배달,,
1,0,2,2,1,2,4,2,4,2,4,4,2,생산,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
0,1,2,2,1,2,4,2,4,2,4,4,2,PC,,
0,1,1,3,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,2,3,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,1,3,2,2,4,2,4,2,4,4,2,PC,,
0,0,1,3,2,2,4,2,4,2,4,4,2,PC,,
1,0,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,1,1,2,2,2,4,2,4,2,4,4,2,창고,,
0,1,2,2,1,2,4,2,4,2,4,4,2,주방,,
1,0,2,2,1,2,4,2,4,2,4,4,2,PC,,
1,0,2,2,1,2,4,2,4,2,4,4,2,PC,,
0,0,2,3,1,2,4,2,4,2,4,4,2,스포츠,,
0,1,1,3,1,2,4,2,4,2,4,4,2,유아,,
0,1,2,2,1,2,4,2,4,2,4,4,2,스포츠,,
0,0,3,2,1,2,4,2,4,2,4,4,2,생산,,
1,0,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
1,0,2,3,0,2,4,2,4,2,4,4,2,유아,,
0,1,3,2,0,2,4,2,4,2,4,4,2,생산,,
0,1,2,2,1,2,4,2,4,2,4,4,2,주방,,
0,0,3,2,1,2,4,2,4,2,4,4,2,회계,,
0,0,4,2,0,2,4,2,4,2,4,4,2,주방,,
1,0,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
1,0,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,0,3,2,1,2,4,2,4,2,4,4,2,주방,,
0,1,2,2,1,2,4,2,4,2,4,4,2,PC,,
1,1,2,2,0,2,4,2,4,2,4,4,2,생산,,
1,0,3,2,0,2,4,2,4,2,4,4,2,회계,,
0,1,2,3,0,2,4,2,4,2,4,4,2,PC,,
0,1,2,3,0,2,4,2,4,2,4,4,2,스포츠,,
0,0,4,2,0,2,4,2,4,2,4,4,2,회계,,
0,0,3,2,1,2,4,2,4,2,4,4,2,주방,,
0,0,2,3,1,2,4,2,4,2,4,4,2,PC,,
0,0,3,3,0,2,4,2,4,2,4,4,2,PC,,
1,0,2,2,1,2,4,2,4,2,4,4,2,생산,,
1,0,2,2,1,2,4,2,4,2,4,4,2,유아,,
1,0,3,2,0,2,4,2,4,2,4,4,2,회계,,
1,1,2,2,0,2,4,2,4,2,4,4,2,생산,,
0,1,3,2,0,2,4,2,4,2,4,4,2,생산,,
0,0,3,3,0,2,4,2,4,2,4,4,2,생산,,
0,0,3,3,0,2,4,2,4,2,4,4,2,회계,,
0,0,3,3,0,2,4,2,4,2,4,4,2,스포츠,,
1,0,0,2,3,2,4,2,4,2,4,4,2,배달,,
1,0,0,1,4,2,4,2,4,2,4,4,2,창고,,
1,0,1,1,3,2,4,2,4,2,4,4,2,배달,,
3,0,0,1,2,2,4,2,4,2,4,4,2,매장,,
3,0,0,1,2,2,4,2,4,2,4,4,2,바리스타,,
1,1,1,1,2,2,4,2,4,2,4,4,2,서빙,,
1,2,0,1,2,2,4,2,4,2,4,4,2,서빙,,
1,1,1,1,2,2,4,2,4,2,4,4,2,서빙,,
1,0,2,1,2,2,4,2,4,2,4,4,2,생산,,
1,0,0,3,2,2,4,2,4,2,4,4,2,PC,,
1,0,0,3,2,2,4,2,4,2,4,4,2,PC,,
1,0,1,1,3,2,4,2,4,2,4,4,2,배달,,
1,0,0,1,4,2,4,2,4,2,4,4,2,배달,,
2,0,0,1,3,2,4,2,4,2,4,4,2,서빙,,
2,0,1,1,2,2,4,2,4,2,4,4,2,매장,,
2,1,0,1,2,2,4,2,4,2,4,4,2,서빙,,
2,1,0,1,2,2,4,2,4,2,4,4,2,서빙,,
1,0,2,1,2,2,4,2,4,2,4,4,2,서빙,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,1,0,2,2,2,4,2,4,2,4,4,2,PC,,
1,0,1,2,2,2,4,2,4,2,4,4,2,유아,,
1,0,0,2,3,2,4,2,4,2,4,4,2,창고,,
1,0,0,2,3,2,4,2,4,2,4,4,2,서빙,,
2,0,1,1,2,2,4,2,4,2,4,4,2,매장,,
2,0,0,1,3,2,4,2,4,2,4,4,2,배달,,
1,1,0,1,3,2,4,2,4,2,4,4,2,창고,,
1,1,1,1,2,2,4,2,4,2,4,4,2,서빙,,
2,0,1,1,2,2,4,2,4,2,4,4,2,의류,,
2,0,1,1,2,2,4,2,4,2,4,4,2,서빙,,
1,0,1,2,2,2,4,2,4,2,4,4,2,유아,,
1,1,0,2,2,2,4,2,4,2,4,4,2,서빙,,
1,1,0,1,3,2,4,2,4,2,4,4,2,배달,,
1,0,1,1,3,2,4,2,4,2,4,4,2,창고,,
2,0,0,2,2,2,4,2,4,2,4,4,2,바리스타,,
2,0,0,2,2,2,4,2,4,2,4,4,2,PC,,
1,1,1,1,2,2,4,2,4,2,4,4,2,배달,,
1,1,0,1,3,2,4,2,4,2,4,4,2,서빙,,
1,0,1,1,3,2,4,2,4,2,4,4,2,창고,,
1,0,2,1,2,2,4,2,4,2,4,4,2,배달,,
2,0,0,2,2,2,4,2,4,2,4,4,2,PC,,
2,0,0,2,2,2,4,2,4,2,4,4,2,배달,,
1,0,1,1,3,2,4,2,4,2,4,4,2,서빙,,
1,1,0,1,3,2,4,2,4,2,4,4,2,배달,,
2,1,0,1,2,2,4,2,4,2,4,4,2,매장,,
2,0,1,1,2,2,4,2,4,2,4,4,2,매장,,
1,1,0,2,2,2,4,2,4,2,4,4,2,스포츠,,
1,1,0,2,2,2,4,2,4,2,4,4,2,창고,,
1,0,2,1,2,2,4,2,4,2,4,4,2,창고,,
1,0,1,1,3,2,4,2,4,2,4,4,2,배달,,
1,0,0,2,3,2,4,2,4,2,4,4,2,서빙,,
1,0,1,2,2,2,4,2,4,2,4,4,2,창고,,
2,0,0,1,3,2,4,2,4,2,4,4,2,배달,,
2,0,0,1,3,2,4,2,4,2,4,4,2,배달,,
2,0,1,1,2,2,4,2,4,2,4,4,2,의류,,
2,1,0,1,2,2,4,2,4,2,4,4,2,의류,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,0,1,2,2,2,4,2,4,2,4,4,2,창고,,
1,0,1,2,2,2,4,2,4,2,4,4,2,PC,,
1,0,1,2,2,2,4,2,4,2,4,4,2,스포츠,,
1,0,1,2,2,2,4,2,4,2,4,4,2,서빙,,
1,0,1,1,3,2,4,2,4,2,4,4,2,창고,,
1,0,2,1,2,2,4,2,4,2,4,4,2,회계,,
3,0,1,1,1,2,4,2,4,2,4,4,2,매장,,
3,0,1,1,1,2,4,2,4,2,4,4,2,의류,,
1,1,2,1,1,2,4,2,4,2,4,4,2,생산,,
1,2,1,1,1,2,4,2,4,2,4,4,2,레스토랑,,
1,1,2,1,1,2,4,2,4,2,4,4,2,주방,,
1,0,3,1,1,2,4,2,4,2,4,4,2,생산,,
1,0,1,3,1,2,4,2,4,2,4,4,2,스포츠,,
1,0,1,3,1,2,4,2,4,2,4,4,2,스포츠,,
1,0,2,1,2,2,4,2,4,2,4,4,2,주방,,
1,0,1,1,3,2,4,2,4,2,4,4,2,서빙,,
2,0,1,1,2,2,4,2,4,2,4,4,2,바리스타,,
2,0,2,1,1,2,4,2,4,2,4,4,2,매장,,
2,1,1,1,1,2,4,2,4,2,4,4,2,매장,,
2,1,1,1,1,2,4,2,4,2,4,4,2,의류,,
1,0,3,1,1,2,4,2,4,2,4,4,2,생산,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
1,0,2,2,1,2,4,2,4,2,4,4,2,PC,,
1,0,1,2,2,2,4,2,4,2,4,4,2,배달,,
1,0,1,2,2,2,4,2,4,2,4,4,2,창고,,
2,0,2,1,1,2,4,2,4,2,4,4,2,주방,,
2,0,1,1,2,2,4,2,4,2,4,4,2,바리스타,,
1,1,1,1,2,2,4,2,4,2,4,4,2,서빙,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
2,0,2,1,1,2,4,2,4,2,4,4,2,주방,,
2,0,2,1,1,2,4,2,4,2,4,4,2,주방,,
1,0,2,2,1,2,4,2,4,2,4,4,2,주방,,
1,1,1,2,1,2,4,2,4,2,4,4,2,유아,,
1,2,0,1,2,2,4,2,4,2,4,4,2,미용,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
2,1,0,2,1,2,4,2,4,2,4,4,2,PC,,
2,1,0,2,1,2,4,2,4,2,4,4,2,바리스타,,
1,2,1,1,1,2,4,2,4,2,4,4,2,사무보조,,
1,2,0,1,2,2,4,2,4,2,4,4,2,서빙,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
2,1,0,2,1,2,4,2,4,2,4,4,2,유아,,
2,1,0,2,1,2,4,2,4,2,4,4,2,매장,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,2,0,1,2,2,4,2,4,2,4,4,2,창고,,
2,2,0,1,1,2,4,2,4,2,4,4,2,매장,,
2,1,1,1,1,2,4,2,4,2,4,4,2,바리스타,,
1,2,0,2,1,2,4,2,4,2,4,4,2,레스토랑,,
1,2,0,2,1,2,4,2,4,2,4,4,2,사무보조,,
1,1,2,1,1,2,4,2,4,2,4,4,2,회계,,
1,1,1,1,2,2,4,2,4,2,4,4,2,창고,,
1,1,0,2,2,2,4,2,4,2,4,4,2,창고,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
2,1,0,1,2,2,4,2,4,2,4,4,2,서빙,,
2,1,0,1,2,2,4,2,4,2,4,4,2,바리스타,,
2,1,1,1,1,2,4,2,4,2,4,4,2,바리스타,,
2,2,0,1,1,2,4,2,4,2,4,4,2,의류,,
1,3,0,1,1,2,4,2,4,2,4,4,2,미용,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
1,1,1,2,1,2,4,2,4,2,4,4,2,PC,,
1,1,1,2,1,2,4,2,4,2,4,4,2,스포츠,,
1,1,0,2,2,2,4,2,4,2,4,4,2,서빙,,
1,1,0,1,3,2,4,2,4,2,4,4,2,창고,,
0,2,1,1,2,2,4,2,4,2,4,4,2,레스토랑,,
2,2,0,1,1,2,4,2,4,2,4,4,2,바리스타,,
2,2,0,1,1,2,4,2,4,2,4,4,2,바리스타,,
0,3,1,1,1,2,4,2,4,2,4,4,2,미용,,
0,4,0,1,1,2,4,2,4,2,4,4,2,미용,,
0,3,1,1,1,2,4,2,4,2,4,4,2,레스토랑,,
0,2,2,1,1,2,4,2,4,2,4,4,2,생산,,
0,2,0,3,1,2,4,2,4,2,4,4,2,PC,,
0,2,0,3,1,2,4,2,4,2,4,4,2,유아,,
0,2,1,1,2,2,4,2,4,2,4,4,2,서빙,,
0,2,0,1,3,2,4,2,4,2,4,4,2,배달,,
